,id,key,sex
20616,7517,F/7517/100429/7517-100429-0027,F
13509,2764,F/2764/36616/2764-36616-0000,F
19256,669,F/669/129061/669-129061-0028,F
1015,6476,F/6476/57446/6476-57446-0007,F
10011,3240,M/3240/131232/3240-131232-0018,M
9021,3830,M/3830/12535/3830-12535-0030,M
15802,226,F/226/131533/226-131533-0010,F
4095,4051,F/4051/11218/4051-11218-0049,F
12802,6064,F/6064/56168/6064-56168-0025,F
7773,2911,M/2911/12359/2911-12359-0018,M
21677,3807,M/3807/4923/3807-4923-0055,M
15576,8088,M/8088/284756/8088-284756-0010,M
27939,5393,F/5393/19218/5393-19218-0032,F
2558,7264,M/7264/92316/7264-92316-0010,M
7849,2911,M/2911/15045/2911-15045-0005,M
14716,7505,M/7505/258964/7505-258964-0023,M
27337,4088,F/4088/158077/4088-158077-0065,F
21047,460,M/460/172359/460-172359-0037,M
27297,4088,F/4088/158077/4088-158077-0032,F
5330,4160,F/4160/14187/4160-14187-0013,F
460,2952,M/2952/407/2952-407-0014,M
15835,226,F/226/131532/226-131532-0011,F
601,6367,M/6367/74004/6367-74004-0017,M
3783,3112,F/3112/9555/3112-9555-0019,F
11137,3857,M/3857/182317/3857-182317-0015,M
18449,8123,F/8123/275209/8123-275209-0010,F
9792,374,M/374/180298/374-180298-0023,M
17016,2136,M/2136/5143/2136-5143-0018,M
3178,426,F/426/122821/426-122821-0034,F
17167,5678,M/5678/43301/5678-43301-0014,M
11119,3857,M/3857/182317/3857-182317-0008,M
8165,2514,M/2514/149482/2514-149482-0015,M
1538,1081,M/1081/125237/1081-125237-0072,M
16850,4813,M/4813/248638/4813-248638-0041,M
26985,8226,M/8226/274371/8226-274371-0043,M
21387,8609,M/8609/262281/8609-262281-0004,M
4078,587,F/587/41611/587-41611-0029,F
10864,1594,M/1594/135914/1594-135914-0034,M
21456,8609,M/8609/283227/8609-283227-0060,M
14486,4853,F/4853/27670/4853-27670-0006,F
16793,1898,F/1898/145724/1898-145724-0014,F
23070,6454,M/6454/107462/6454-107462-0008,M
25144,2893,M/2893/139310/2893-139310-0036,M
2021,8770,M/8770/295465/8770-295465-0021,M
28211,8063,M/8063/274117/8063-274117-0003,M
12654,5778,F/5778/54535/5778-54535-0047,F
16906,4813,M/4813/248641/4813-248641-0029,M
14189,3607,M/3607/135982/3607-135982-0027,M
14280,5049,M/5049/25947/5049-25947-0032,M
24481,6000,F/6000/55211/6000-55211-0038,F
3416,118,M/118/47824/118-47824-0063,M
803,5703,M/5703/47212/5703-47212-0040,M
1874,8312,F/8312/279790/8312-279790-0011,F
10332,211,F/211/122425/211-122425-0072,F
15955,125,F/125/121342/125-121342-0008,F
27300,4088,F/4088/158077/4088-158077-0092,F
24351,2002,M/2002/139469/2002-139469-0018,M
21237,446,M/446/123502/446-123502-0036,M
3797,3112,F/3112/9555/3112-9555-0001,F
23459,4898,M/4898/28461/4898-28461-0033,M
2160,7148,F/7148/7763/7148-7763-0016,F
19925,5750,M/5750/100289/5750-100289-0056,M
23253,831,M/831/130746/831-130746-0016,M
3688,4195,F/4195/17507/4195-17507-0038,F
2689,7859,F/7859/102519/7859-102519-0023,F
3448,118,M/118/47824/118-47824-0015,M
4414,6272,F/6272/70191/6272-70191-0018,F
11410,1246,F/1246/124550/1246-124550-0004,F
22504,4297,F/4297/13009/4297-13009-0008,F
27645,909,M/909/131044/909-131044-0021,M
11819,7402,M/7402/59171/7402-59171-0033,M
10404,6081,M/6081/42010/6081-42010-0029,M
13189,7067,M/7067/76047/7067-76047-0023,M
1304,3526,F/3526/176651/3526-176651-0005,F
26156,3723,M/3723/171631/3723-171631-0027,M
20379,8238,F/8238/274553/8238-274553-0034,F
15515,8088,M/8088/284756/8088-284756-0009,M
24633,8098,M/8098/278252/8098-278252-0035,M
5469,7190,M/7190/90542/7190-90542-0028,M
17772,6563,M/6563/285357/6563-285357-0034,M
26972,8226,M/8226/274371/8226-274371-0022,M
13119,4830,M/4830/25904/4830-25904-0006,M
15600,8088,M/8088/284756/8088-284756-0004,M
11493,7800,F/7800/283478/7800-283478-0026,F
18477,8123,F/8123/275216/8123-275216-0043,F
3468,118,M/118/47824/118-47824-0031,M
13672,5463,M/5463/39174/5463-39174-0032,M
4984,2384,M/2384/152900/2384-152900-0023,M
20714,3235,F/3235/28452/3235-28452-0022,F
5635,458,M/458/126290/458-126290-0015,M
28523,8425,M/8425/291444/8425-291444-0010,M
6668,311,M/311/124404/311-124404-0012,M
3379,7278,M/7278/104730/7278-104730-0040,M
25495,2159,M/2159/179157/2159-179157-0032,M
10200,19,F/19/198/19-198-0017,F
1626,1081,M/1081/128618/1081-128618-0001,M
23386,198,F/198/126831/198-126831-0021,F
5126,1334,M/1334/135589/1334-135589-0021,M
8560,730,F/730/358/730-358-0009,F
7568,3947,F/3947/13262/3947-13262-0031,F
7487,2817,F/2817/142371/2817-142371-0038,F
23931,1235,M/1235/135883/1235-135883-0043,M
27773,1088,F/1088/134315/1088-134315-0040,F
28445,8425,M/8425/287387/8425-287387-0005,M
4996,2384,M/2384/152900/2384-152900-0087,M
10594,8324,F/8324/286682/8324-286682-0001,F
17332,6181,M/6181/216552/6181-216552-0089,M
21856,1098,F/1098/133695/1098-133695-0072,F
8896,150,F/150/126107/150-126107-0039,F
10116,4214,F/4214/7146/4214-7146-0068,F
24263,5789,F/5789/57158/5789-57158-0023,F
14150,3607,M/3607/135982/3607-135982-0043,M
138,6415,F/6415/116629/6415-116629-0037,F
12736,5163,F/5163/39921/5163-39921-0033,F
5938,7635,F/7635/105661/7635-105661-0044,F
24834,3982,F/3982/178459/3982-178459-0042,F
7729,7178,F/7178/34644/7178-34644-0044,F
8858,150,F/150/126112/150-126112-0020,F
3537,445,M/445/123857/445-123857-0026,M
9238,4014,M/4014/186176/4014-186176-0039,M
12126,5456,M/5456/24741/5456-24741-0008,M
14879,1447,F/1447/17506/1447-17506-0006,F
1865,8312,F/8312/279790/8312-279790-0041,F
18353,248,F/248/130652/248-130652-0038,F
12711,5163,F/5163/39921/5163-39921-0020,F
9269,4014,M/4014/186175/4014-186175-0001,M
10350,211,F/211/122425/211-122425-0034,F
27107,8629,M/8629/261139/8629-261139-0073,M
25638,4267,M/4267/287369/4267-287369-0013,M
19545,1502,F/1502/122619/1502-122619-0067,F
25391,89,F/89/219/89-219-0034,F
13262,332,M/332/128985/332-128985-0000,M
11928,5652,F/5652/19215/5652-19215-0014,F
27833,2289,M/2289/152257/2289-152257-0014,M
3346,7278,M/7278/104730/7278-104730-0030,M
2503,4406,M/4406/16882/4406-16882-0030,M
12954,8095,M/8095/274346/8095-274346-0025,M
24816,3982,F/3982/178459/3982-178459-0021,F
26946,8226,M/8226/274371/8226-274371-0015,M
21266,446,M/446/123502/446-123502-0038,M
18460,8123,F/8123/275216/8123-275216-0024,F
10066,4214,F/4214/7146/4214-7146-0007,F
16548,4680,F/4680/16042/4680-16042-0037,F
13789,4340,F/4340/15220/4340-15220-0050,F
23512,4898,M/4898/20016/4898-20016-0023,M
20915,6385,F/6385/34669/6385-34669-0012,F
5991,1363,F/1363/135842/1363-135842-0013,F
27341,4088,F/4088/158077/4088-158077-0026,F
4500,60,M/60/121082/60-121082-0007,M
7763,2911,M/2911/15084/2911-15084-0004,M
1761,1040,M/1040/133433/1040-133433-0014,M
8976,3830,M/3830/12530/3830-12530-0002,M
16858,4813,M/4813/248638/4813-248638-0031,M
4557,201,M/201/122255/201-122255-0013,M
25377,89,F/89/218/89-218-0010,F
27630,909,M/909/131041/909-131041-0018,M
2217,2007,F/2007/132570/2007-132570-0039,F
22733,7302,F/7302/86815/7302-86815-0037,F
20356,7078,F/7078/271888/7078-271888-0105,F
28341,87,F/87/121553/87-121553-0083,F
3543,445,M/445/123857/445-123857-0016,M
2521,4406,M/4406/16882/4406-16882-0068,M
21259,446,M/446/123502/446-123502-0048,M
20087,4018,M/4018/107338/4018-107338-0007,M
18925,4397,M/4397/15678/4397-15678-0025,M
26461,27,M/27/124992/27-124992-0048,M
9405,1867,M/1867/154071/1867-154071-0030,M
11894,7402,M/7402/90848/7402-90848-0031,M
28134,2691,F/2691/156750/2691-156750-0004,F
8823,150,F/150/126112/150-126112-0025,F
12434,7113,F/7113/86041/7113-86041-0072,F
28498,8425,M/8425/292520/8425-292520-0021,M
6113,1455,M/1455/134435/1455-134435-0058,M
24284,2002,M/2002/139469/2002-139469-0028,M
7865,2911,M/2911/15045/2911-15045-0029,M
26693,3879,F/3879/174923/3879-174923-0059,F
91,441,F/441/128982/441-128982-0021,F
4469,60,M/60/121082/60-121082-0060,M
18045,696,F/696/93314/696-93314-0040,F
4252,254,M/254/127705/254-127705-0024,M
26763,5192,M/5192/19396/5192-19396-0019,M
17325,6181,M/6181/216552/6181-216552-0017,M
20030,4018,M/4018/103416/4018-103416-0017,M
6693,311,M/311/124404/311-124404-0082,M
23382,198,F/198/126831/198-126831-0026,F
8118,2514,M/2514/149482/2514-149482-0098,M
12465,7113,F/7113/86041/7113-86041-0063,F
7964,8975,F/8975/270782/8975-270782-0075,F
8893,150,F/150/132655/150-132655-0026,F
7189,1723,M/1723/141149/1723-141149-0078,M
12521,5514,F/5514/19192/5514-19192-0000,F
7501,2817,F/2817/142380/2817-142380-0028,F
8754,4441,M/4441/76250/4441-76250-0013,M
23802,8747,M/8747/293952/8747-293952-0038,M
19988,5750,M/5750/100289/5750-100289-0065,M
28495,8425,M/8425/292520/8425-292520-0015,M
23877,1235,M/1235/135884/1235-135884-0018,M
22447,39,F/39/121916/39-121916-0021,F
1189,6848,M/6848/252322/6848-252322-0029,M
8048,8975,F/8975/270782/8975-270782-0050,F
8895,150,F/150/126107/150-126107-0011,F
10655,328,F/328/129766/328-129766-0049,F
9507,200,F/200/124140/200-124140-0026,F
2104,7148,F/7148/82991/7148-82991-0021,F
9734,374,M/374/180298/374-180298-0054,M
10107,4214,F/4214/7146/4214-7146-0032,F
18391,8123,F/8123/275193/8123-275193-0004,F
17669,405,M/405/130894/405-130894-0013,M
3449,118,M/118/47824/118-47824-0028,M
26607,298,F/298/126790/298-126790-0039,F
27978,5393,F/5393/19218/5393-19218-0045,F
24800,3982,F/3982/178459/3982-178459-0039,F
9432,1867,M/1867/154075/1867-154075-0012,M
14186,3607,M/3607/135982/3607-135982-0045,M
28266,8063,M/8063/274116/8063-274116-0014,M
22743,7302,F/7302/86815/7302-86815-0057,F
1449,8630,M/8630/305213/8630-305213-0001,M
24755,7059,F/7059/77900/7059-77900-0030,F
10391,211,F/211/122425/211-122425-0074,F
22917,3259,F/3259/158083/3259-158083-0034,F
9060,8108,M/8108/280354/8108-280354-0016,M
13392,1841,F/1841/159771/1841-159771-0032,F
10550,8324,F/8324/286683/8324-286683-0007,F
4621,201,M/201/127786/201-127786-0040,M
10336,211,F/211/122425/211-122425-0028,F
4562,201,M/201/122255/201-122255-0033,M
25406,89,F/89/219/89-219-0018,F
18945,4397,M/4397/15678/4397-15678-0012,M
19341,1743,M/1743/142912/1743-142912-0036,M
21615,3807,M/3807/4955/3807-4955-0006,M
11209,163,M/163/122947/163-122947-0043,M
636,6367,M/6367/65536/6367-65536-0026,M
6035,1363,F/1363/139304/1363-139304-0033,F
6970,3214,M/3214/167606/3214-167606-0007,M
19303,1743,M/1743/142914/1743-142914-0024,M
23621,4481,F/4481/17498/4481-17498-0042,F
16809,1898,F/1898/145724/1898-145724-0011,F
12684,5778,F/5778/54535/5778-54535-0019,F
5369,4160,F/4160/11550/4160-11550-0030,F
20097,4018,M/4018/107338/4018-107338-0017,M
19228,669,F/669/129061/669-129061-0009,F
26596,298,F/298/126790/298-126790-0043,F
14326,5049,M/5049/25947/5049-25947-0035,M
13396,1841,F/1841/159771/1841-159771-0042,F
24526,6000,F/6000/55211/6000-55211-0021,F
470,2952,M/2952/407/2952-407-0012,M
6829,1624,M/1624/142933/1624-142933-0042,M
14279,5049,M/5049/25947/5049-25947-0078,M
5101,1334,M/1334/135589/1334-135589-0050,M
7569,3947,F/3947/13262/3947-13262-0027,F
18882,4397,M/4397/15666/4397-15666-0000,M
9891,8051,F/8051/119902/8051-119902-0004,F
9601,8797,M/8797/294123/8797-294123-0083,M
4101,4051,F/4051/11218/4051-11218-0017,F
18739,3440,F/3440/171009/3440-171009-0080,F
4735,2989,F/2989/138035/2989-138035-0058,F
4521,60,M/60/121082/60-121082-0091,M
18474,8123,F/8123/275216/8123-275216-0044,F
23570,4481,F/4481/17499/4481-17499-0027,F
24457,8014,F/8014/112602/8014-112602-0029,F
26771,5192,M/5192/19396/5192-19396-0032,M
14498,4853,F/4853/27671/4853-27671-0036,F
361,2952,M/2952/410/2952-410-0040,M
22257,5104,M/5104/33406/5104-33406-0046,M
4085,4051,F/4051/11218/4051-11218-0004,F
20729,3235,F/3235/28452/3235-28452-0016,F
20819,6385,F/6385/220959/6385-220959-0040,F
25649,4267,M/4267/78186/4267-78186-0001,M
5453,7190,M/7190/90542/7190-90542-0014,M
15339,233,M/233/155990/233-155990-0001,M
23529,4898,M/4898/20016/4898-20016-0026,M
26858,5192,M/5192/19397/5192-19397-0061,M
5124,1334,M/1334/135589/1334-135589-0034,M
11391,1246,F/1246/124550/1246-124550-0032,F
20257,7078,F/7078/271888/7078-271888-0100,F
24845,3982,F/3982/178459/3982-178459-0020,F
24506,6000,F/6000/55211/6000-55211-0058,F
14005,7226,M/7226/86964/7226-86964-0041,M
20118,4018,M/4018/107312/4018-107312-0008,M
8561,730,F/730/358/730-358-0064,F
1785,1040,M/1040/133433/1040-133433-0030,M
8015,8975,F/8975/270782/8975-270782-0097,F
9868,8051,F/8051/118101/8051-118101-0019,F
22099,2518,M/2518/154825/2518-154825-0027,M
17475,32,F/32/21631/32-21631-0006,F
2610,7264,M/7264/92310/7264-92310-0026,M
15769,226,F/226/122538/226-122538-0014,F
12202,887,F/887/123289/887-123289-0009,F
10793,6147,F/6147/34606/6147-34606-0020,F
11077,3857,M/3857/180923/3857-180923-0001,M
17354,6181,M/6181/216552/6181-216552-0111,M
13918,1263,F/1263/141777/1263-141777-0039,F
26761,5192,M/5192/19396/5192-19396-0011,M
8694,26,M/26/496/26-496-0004,M
9328,4014,M/4014/186179/4014-186179-0015,M
3615,4195,F/4195/186236/4195-186236-0025,F
572,7447,M/7447/91187/7447-91187-0003,M
1924,8312,F/8312/279791/8312-279791-0010,F
1410,8630,M/8630/305212/8630-305212-0032,M
482,7447,M/7447/91186/7447-91186-0039,M
20007,7312,M/7312/92432/7312-92432-0018,M
24012,8580,M/8580/287364/8580-287364-0017,M
23814,8747,M/8747/293952/8747-293952-0009,M
27797,2289,M/2289/152253/2289-152253-0030,M
21744,3242,M/3242/67153/3242-67153-0032,M
27627,909,M/909/131041/909-131041-0010,M
10801,6147,F/6147/34606/6147-34606-0032,F
9578,200,F/200/124139/200-124139-0018,F
24200,5789,F/5789/70653/5789-70653-0035,F
1335,3526,F/3526/176653/3526-176653-0017,F
10115,4214,F/4214/7146/4214-7146-0028,F
15403,1578,F/1578/6379/1578-6379-0003,F
3456,118,M/118/47824/118-47824-0024,M
26295,911,M/911/128684/911-128684-0025,M
21469,8609,M/8609/283227/8609-283227-0070,M
1308,3526,F/3526/176651/3526-176651-0000,F
985,6476,F/6476/57446/6476-57446-0043,F
5311,4160,F/4160/14187/4160-14187-0019,F
22130,2182,F/2182/181173/2182-181173-0011,F
6934,3214,M/3214/167602/3214-167602-0036,M
18203,1069,F/1069/133699/1069-133699-0020,F
25091,1553,F/1553/140048/1553-140048-0027,F
26854,5192,M/5192/19397/5192-19397-0034,M
9371,1867,M/1867/148436/1867-148436-0016,M
17897,2836,F/2836/5355/2836-5355-0016,F
24751,7059,F/7059/77900/7059-77900-0001,F
6210,481,M/481/123719/481-123719-0008,M
11648,3664,M/3664/178366/3664-178366-0002,M
11759,1992,F/1992/141719/1992-141719-0034,F
4077,587,F/587/41611/587-41611-0004,F
8298,8468,F/8468/286673/8468-286673-0038,F
149,6415,F/6415/116629/6415-116629-0025,F
1950,8770,M/8770/295462/8770-295462-0034,M
22470,4297,F/4297/13006/4297-13006-0012,F
16686,1898,F/1898/145702/1898-145702-0004,F
22458,4297,F/4297/13006/4297-13006-0028,F
7437,2817,F/2817/142371/2817-142371-0040,F
23682,1355,M/1355/39947/1355-39947-0071,M
16535,4680,F/4680/16042/4680-16042-0010,F
17991,696,F/696/93314/696-93314-0061,F
24266,5789,F/5789/57158/5789-57158-0033,F
17296,6181,M/6181/216552/6181-216552-0084,M
23919,1235,M/1235/135883/1235-135883-0018,M
14053,7226,M/7226/86964/7226-86964-0053,M
5227,4640,F/4640/19189/4640-19189-0025,F
9598,8797,M/8797/294123/8797-294123-0096,M
22852,3259,F/3259/158083/3259-158083-0099,F
22809,7302,F/7302/86814/7302-86814-0046,F
21905,412,M/412/126975/412-126975-0052,M
1554,1081,M/1081/125237/1081-125237-0069,M
13834,4340,F/4340/15220/4340-15220-0031,F
2555,7264,M/7264/92316/7264-92316-0035,M
14600,289,F/289/121665/289-121665-0008,F
25743,302,F/302/123523/302-123523-0028,F
25278,6818,F/6818/76332/6818-76332-0017,F
25909,83,F/83/3054/83-3054-0016,F
4055,587,F/587/41611/587-41611-0028,F
1119,6531,F/6531/61334/6531-61334-0078,F
6249,481,M/481/123720/481-123720-0018,M
28235,8063,M/8063/274116/8063-274116-0012,M
19004,4788,M/4788/94904/4788-94904-0025,M
26408,27,M/27/123349/27-123349-0048,M
21806,3242,M/3242/8112/3242-8112-0012,M
10953,1594,M/1594/135914/1594-135914-0063,M
14113,3607,M/3607/29116/3607-29116-0033,M
9858,8051,F/8051/118101/8051-118101-0009,F
15546,8088,M/8088/284756/8088-284756-0076,M
16628,2196,F/2196/174172/2196-174172-0038,F
11522,7800,F/7800/283478/7800-283478-0022,F
12910,8095,M/8095/274348/8095-274348-0005,M
20675,7517,F/7517/100437/7517-100437-0002,F
618,6367,M/6367/74004/6367-74004-0036,M
21903,412,M/412/126975/412-126975-0077,M
975,6476,F/6476/57446/6476-57446-0078,F
7701,7178,F/7178/34644/7178-34644-0075,F
22068,2518,M/2518/154825/2518-154825-0038,M
26964,8226,M/8226/274371/8226-274371-0052,M
23553,4481,F/4481/17499/4481-17499-0043,F
11054,2910,F/2910/131096/2910-131096-0031,F
22070,2518,M/2518/154825/2518-154825-0026,M
8279,8468,F/8468/286673/8468-286673-0007,F
19781,1970,F/1970/28415/1970-28415-0037,F
8777,4441,M/4441/76250/4441-76250-0002,M
23523,4898,M/4898/20016/4898-20016-0019,M
12803,6064,F/6064/56168/6064-56168-0014,F
10522,8324,F/8324/286683/8324-286683-0029,F
5115,1334,M/1334/135589/1334-135589-0046,M
27689,1088,F/1088/129236/1088-129236-0013,F
10487,6081,M/6081/41998/6081-41998-0040,M
4878,5322,M/5322/7680/5322-7680-0005,M
10092,4214,F/4214/7146/4214-7146-0000,F
5933,7635,F/7635/105661/7635-105661-0009,F
19820,1970,F/1970/26100/1970-26100-0024,F
17559,1737,F/1737/146161/1737-146161-0005,F
17557,1737,F/1737/146161/1737-146161-0007,F
4304,254,M/254/27760/254-27760-0032,M
27238,4088,F/4088/158079/4088-158079-0013,F
27025,2436,M/2436/2476/2436-2476-0018,M
1451,8630,M/8630/305213/8630-305213-0022,M
17023,2136,M/2136/5143/2136-5143-0028,M
20772,3235,F/3235/28433/3235-28433-0007,F
21641,3807,M/3807/4923/3807-4923-0016,M
12147,5456,M/5456/62014/5456-62014-0017,M
24127,5390,M/5390/30102/5390-30102-0009,M
26486,27,M/27/124992/27-124992-0052,M
14621,289,F/289/121652/289-121652-0037,F
858,250,F/250/142276/250-142276-0001,F
24586,8098,M/8098/275181/8098-275181-0019,M
7600,3947,F/3947/13260/3947-13260-0031,F
27541,7367,M/7367/86737/7367-86737-0016,M
458,2952,M/2952/407/2952-407-0023,M
8905,150,F/150/126107/150-126107-0034,F
14869,2092,F/2092/145706/2092-145706-0008,F
2280,2007,F/2007/149877/2007-149877-0048,F
19183,669,F/669/129074/669-129074-0008,F
27390,839,M/839/130898/839-130898-0023,M
22690,7302,F/7302/86815/7302-86815-0020,F
8432,730,F/730/359/730-359-0044,F
21726,3242,M/3242/67153/3242-67153-0036,M
21821,1098,F/1098/133695/1098-133695-0032,F
2053,8770,M/8770/295463/8770-295463-0012,M
11362,1246,F/1246/124548/1246-124548-0016,F
7842,2911,M/2911/7601/2911-7601-0004,M
5586,1116,F/1116/132851/1116-132851-0001,F
19271,669,F/669/129061/669-129061-0053,F
12170,887,F/887/123289/887-123289-0013,F
23430,4898,M/4898/28461/4898-28461-0022,M
17326,6181,M/6181/216552/6181-216552-0083,M
13113,4830,M/4830/25904/4830-25904-0041,M
21940,412,M/412/126975/412-126975-0068,M
21329,229,M/229/130880/229-130880-0069,M
24771,7059,F/7059/77900/7059-77900-0017,F
25816,5022,F/5022/29411/5022-29411-0018,F
26608,298,F/298/126790/298-126790-0000,F
18032,696,F/696/93314/696-93314-0038,F
16021,125,F/125/121124/125-121124-0042,F
5412,7190,M/7190/90543/7190-90543-0033,M
11969,5652,F/5652/19215/5652-19215-0013,F
9968,3240,M/3240/131231/3240-131231-0058,M
10067,4214,F/4214/7146/4214-7146-0048,F
8991,3830,M/3830/12530/3830-12530-0006,M
17851,2836,F/2836/5354/2836-5354-0027,F
23594,4481,F/4481/17498/4481-17498-0030,F
205,6415,F/6415/100596/6415-100596-0033,F
12203,887,F/887/123289/887-123289-0024,F
26849,5192,M/5192/19397/5192-19397-0026,M
24766,7059,F/7059/77900/7059-77900-0006,F
6852,1624,M/1624/142933/1624-142933-0022,M
1742,1963,F/1963/142776/1963-142776-0019,F
27287,4088,F/4088/158077/4088-158077-0037,F
19638,1502,F/1502/122615/1502-122615-0036,F
13475,2764,F/2764/36619/2764-36619-0026,F
2242,2007,F/2007/149877/2007-149877-0036,F
2303,5867,F/5867/48852/5867-48852-0032,F
3954,3436,M/3436/172162/3436-172162-0010,M
15396,1578,F/1578/140045/1578-140045-0011,F
16304,78,M/78/368/78-368-0009,M
1254,6848,M/6848/76049/6848-76049-0016,M
13363,1841,F/1841/159771/1841-159771-0025,F
20811,6385,F/6385/220959/6385-220959-0005,F
10089,4214,F/4214/7146/4214-7146-0043,F
24033,8580,M/8580/287364/8580-287364-0009,M
27221,8629,M/8629/261140/8629-261140-0020,M
26255,3723,M/3723/171115/3723-171115-0002,M
18968,4788,M/4788/91208/4788-91208-0012,M
20041,4018,M/4018/103416/4018-103416-0014,M
14055,7226,M/7226/86965/7226-86965-0014,M
19681,2416,F/2416/152137/2416-152137-0025,F
357,2952,M/2952/410/2952-410-0053,M
8416,403,F/403/126855/403-126855-0015,F
22537,4297,F/4297/13009/4297-13009-0065,F
18155,2843,M/2843/152918/2843-152918-0085,M
14128,3607,M/3607/29116/3607-29116-0015,M
2274,2007,F/2007/149877/2007-149877-0050,F
7934,6925,M/6925/80680/6925-80680-0004,M
14480,4853,F/4853/27670/4853-27670-0021,F
22443,39,F/39/121916/39-121916-0022,F
3383,7278,M/7278/104730/7278-104730-0016,M
26696,3879,F/3879/174923/3879-174923-0016,F
20003,7312,M/7312/92432/7312-92432-0004,M
12382,3983,F/3983/5331/3983-5331-0034,F
10344,211,F/211/122425/211-122425-0003,F
16529,4680,F/4680/16042/4680-16042-0035,F
7974,8975,F/8975/270782/8975-270782-0105,F
23488,4898,M/4898/28461/4898-28461-0017,M
17995,696,F/696/93314/696-93314-0007,F
27128,8629,M/8629/261139/8629-261139-0060,M
2438,4406,M/4406/16883/4406-16883-0055,M
20909,6385,F/6385/34669/6385-34669-0006,F
21432,8609,M/8609/283227/8609-283227-0031,M
8486,730,F/730/360/730-360-0009,F
26245,3723,M/3723/171115/3723-171115-0040,M
12551,5514,F/5514/19192/5514-19192-0036,F
6029,1363,F/1363/139304/1363-139304-0005,F
11197,163,M/163/122947/163-122947-0010,M
8552,730,F/730/358/730-358-0018,F
11990,5652,F/5652/39938/5652-39938-0032,F
27318,4088,F/4088/158077/4088-158077-0058,F
23836,8747,M/8747/293952/8747-293952-0090,M
21290,229,M/229/130880/229-130880-0043,M
6653,311,M/311/124404/311-124404-0007,M
19204,669,F/669/129074/669-129074-0020,F
27906,2289,M/2289/152258/2289-152258-0022,M
21182,446,M/446/123501/446-123501-0023,M
8964,3830,M/3830/12531/3830-12531-0001,M
12462,7113,F/7113/86041/7113-86041-0018,F
25884,5022,F/5022/29405/5022-29405-0017,F
9762,374,M/374/180298/374-180298-0043,M
24732,7059,F/7059/77897/7059-77897-0029,F
25788,302,F/302/123516/302-123516-0016,F
26648,3879,F/3879/174923/3879-174923-0039,F
10895,1594,M/1594/135914/1594-135914-0104,M
20099,4018,M/4018/107312/4018-107312-0011,M
9471,200,F/200/126784/200-126784-0008,F
22786,7302,F/7302/86814/7302-86814-0031,F
28238,8063,M/8063/274116/8063-274116-0036,M
8724,4441,M/4441/76263/4441-76263-0033,M
7872,2911,M/2911/15045/2911-15045-0007,M
12288,3983,F/3983/5371/3983-5371-0038,F
21278,229,M/229/130880/229-130880-0085,M
1494,8630,M/8630/305213/8630-305213-0025,M
16895,4813,M/4813/248641/4813-248641-0030,M
16790,1898,F/1898/145724/1898-145724-0007,F
8758,4441,M/4441/76250/4441-76250-0024,M
23474,4898,M/4898/28461/4898-28461-0062,M
20850,6385,F/6385/220959/6385-220959-0031,F
23115,6454,M/6454/93938/6454-93938-0028,M
3566,445,M/445/123860/445-123860-0026,M
23972,8580,M/8580/287363/8580-287363-0014,M
7899,6925,M/6925/80680/6925-80680-0027,M
23790,8747,M/8747/293952/8747-293952-0014,M
12844,6064,F/6064/300880/6064-300880-0033,F
20144,6529,M/6529/62556/6529-62556-0020,M
8906,150,F/150/126107/150-126107-0038,F
8099,2514,M/2514/149482/2514-149482-0087,M
19737,2416,F/2416/152139/2416-152139-0024,F
5519,1116,F/1116/137572/1116-137572-0045,F
16059,125,F/125/121124/125-121124-0087,F
20428,8238,F/8238/274553/8238-274553-0057,F
14094,7226,M/7226/86965/7226-86965-0020,M
17655,405,M/405/130894/405-130894-0071,M
27233,4088,F/4088/158079/4088-158079-0012,F
11157,3857,M/3857/182315/3857-182315-0008,M
19796,1970,F/1970/26100/1970-26100-0025,F
9001,3830,M/3830/12530/3830-12530-0034,M
4888,5322,M/5322/7680/5322-7680-0012,M
14019,7226,M/7226/86964/7226-86964-0020,M
12701,5163,F/5163/39921/5163-39921-0045,F
11264,163,M/163/122947/163-122947-0077,M
26791,5192,M/5192/19397/5192-19397-0084,M
27853,2289,M/2289/152254/2289-152254-0023,M
19278,669,F/669/129061/669-129061-0037,F
730,5703,M/5703/47198/5703-47198-0027,M
26507,27,M/27/124992/27-124992-0055,M
12729,5163,F/5163/39921/5163-39921-0013,F
11571,5808,M/5808/48608/5808-48608-0009,M
10104,4214,F/4214/7146/4214-7146-0022,F
20408,8238,F/8238/274553/8238-274553-0021,F
28202,8063,M/8063/274117/8063-274117-0030,M
25102,1553,F/1553/140048/1553-140048-0031,F
15134,5339,F/5339/14134/5339-14134-0034,F
2660,7859,F/7859/102521/7859-102521-0015,F
6694,311,M/311/124404/311-124404-0002,M
28357,87,F/87/121553/87-121553-0093,F
11983,5652,F/5652/19215/5652-19215-0061,F
3169,426,F/426/122821/426-122821-0028,F
12082,5456,M/5456/62043/5456-62043-0023,M
2166,7148,F/7148/7763/7148-7763-0024,F
21795,3242,M/3242/8112/3242-8112-0037,M
6276,481,M/481/123720/481-123720-0062,M
13979,1263,F/1263/138246/1263-138246-0035,F
1583,1081,M/1081/125237/1081-125237-0080,M
20696,7517,F/7517/100437/7517-100437-0007,F
8843,150,F/150/126112/150-126112-0022,F
3542,445,M/445/123857/445-123857-0008,M
611,6367,M/6367/74004/6367-74004-0012,M
15076,3374,M/3374/298025/3374-298025-0028,M
