,Class,duration,key,salience
2811,street_music,4.0,1/street_music/155227-9-0-24,1
193,street_music,4.0,1/street_music/139951-9-0-33,1
7866,drilling,4.0,1/drilling/76085-4-0-97,1
266,siren,4.0,1/siren/157867-8-0-15,1
5428,engine_idling,4.0,1/engine_idling/89724-5-0-5,1
15,jackhammer,3.999999999999997,1/jackhammer/103074-7-1-3,1
8568,drilling,4.0,1/drilling/58937-4-3-9,1
7331,street_music,4.0,1/street_music/155217-9-0-85,1
7159,engine_idling,4.0,1/engine_idling/113203-5-0-6,1
1472,car_horn,4.0,1/car_horn/28808-1-0-8,1
238,air_conditioner,3.9999999999999982,1/air_conditioner/151977-0-0-12,1
1496,engine_idling,4.0,1/engine_idling/39847-5-0-4,1
3927,jackhammer,4.0,1/jackhammer/171305-7-2-0,1
8181,gun_shot,2.132946,1/gun_shot/159707-6-0-0,1
1752,engine_idling,4.0,1/engine_idling/106015-5-0-15,1
7364,siren,4.0,1/siren/157868-8-0-22,1
8550,drilling,4.0,1/drilling/54976-4-1-2,1
4152,jackhammer,2.6014769999999885,1/jackhammer/22883-7-83-0,1
2714,gun_shot,2.0558689999999977,1/gun_shot/135526-6-7-0,1
826,drilling,4.0,1/drilling/78360-4-0-7,1
5957,jackhammer,4.0,1/jackhammer/30206-7-0-8,1
1917,engine_idling,4.0,1/engine_idling/152908-5-0-10,1
6202,street_music,4.0,1/street_music/89442-9-0-17,1
3663,drilling,4.0,1/drilling/144351-4-2-2,1
2752,engine_idling,4.0,1/engine_idling/144068-5-4-6,1
762,air_conditioner,4.0,1/air_conditioner/59277-0-0-2,1
7588,street_music,4.0,1/street_music/194733-9-0-16,1
1283,drilling,4.0,1/drilling/180127-4-0-3,1
4933,jackhammer,4.0,1/jackhammer/178260-7-3-1,1
7700,engine_idling,4.0,1/engine_idling/50668-5-0-0,1
3640,engine_idling,4.000000000000001,1/engine_idling/144007-5-0-4,1
3170,drilling,4.0,1/drilling/29721-4-0-5,1
3177,air_conditioner,3.9999999999999987,1/air_conditioner/30204-0-0-10,1
1273,drilling,4.0,1/drilling/180127-4-0-13,1
6442,air_conditioner,4.0,1/air_conditioner/146845-0-0-13,1
6205,street_music,4.0,1/street_music/89442-9-0-6,1
3412,engine_idling,4.0,1/engine_idling/6988-5-0-2,1
3223,jackhammer,4.0,1/jackhammer/42097-7-0-2,1
5880,air_conditioner,4.0,1/air_conditioner/204240-0-0-29,1
2225,engine_idling,4.0,1/engine_idling/201652-5-4-3,1
7162,engine_idling,4.0,1/engine_idling/113203-5-1-0,1
1310,drilling,4.0,1/drilling/187863-4-0-1,1
6461,air_conditioner,4.0,1/air_conditioner/146845-0-0-33,1
411,engine_idling,4.0,1/engine_idling/176787-5-0-21,1
1235,street_music,4.0,1/street_music/172519-9-0-8,1
6725,air_conditioner,4.0,1/air_conditioner/189987-0-0-2,1
7896,engine_idling,4.0,1/engine_idling/91209-5-1-3,1
1134,jackhammer,4.0,1/jackhammer/162134-7-16-0,1
5111,siren,4.0,1/siren/203913-8-0-3,1
6297,drilling,4.0,1/drilling/104625-4-0-52,1
5012,drilling,4.0,1/drilling/180125-4-2-14,1
7191,siren,4.0,1/siren/117181-8-0-2,1
5903,drilling,4.0,1/drilling/24364-4-0-10,1
2691,air_conditioner,4.0,1/air_conditioner/13230-0-0-6,1
4753,engine_idling,4.0,1/engine_idling/156634-5-0-11,1
4797,gun_shot,2.3146240000000007,1/gun_shot/159701-6-4-0,1
8599,engine_idling,4.0,1/engine_idling/62567-5-0-2,1
5750,drilling,4.0,1/drilling/166931-4-2-13,1
8546,drilling,4.0,1/drilling/54976-4-0-8,1
1927,engine_idling,4.0,1/engine_idling/152908-5-0-8,1
2574,street_music,4.0,1/street_music/96169-9-1-61,1
4891,engine_idling,4.0,1/engine_idling/17578-5-0-24,1
8693,drilling,4.0,1/drilling/81117-4-0-3,1
857,jackhammer,4.0,1/jackhammer/98223-7-1-0,1
7022,drilling,4.0,1/drilling/74965-4-0-1,1
8408,air_conditioner,4.0,1/air_conditioner/189988-0-0-2,1
1292,drilling,2.2847280000000008,1/drilling/181624-4-10-0,1
8229,siren,4.000000000000004,1/siren/159748-8-2-3,1
7330,street_music,4.0,1/street_music/155217-9-0-57,1
1287,drilling,4.0,1/drilling/180127-4-0-7,1
5939,jackhammer,4.0,1/jackhammer/30206-7-0-27,1
1892,air_conditioner,4.0,1/air_conditioner/147926-0-0-39,1
763,air_conditioner,4.0,1/air_conditioner/59277-0-0-3,1
862,jackhammer,2.225859000000007,1/jackhammer/98223-7-5-0,1
7559,engine_idling,4.0,1/engine_idling/186935-5-0-0,1
6719,air_conditioner,4.0,1/air_conditioner/189981-0-0-6,1
4881,engine_idling,4.0,1/engine_idling/17578-5-0-11,1
319,street_music,4.0,1/street_music/161702-9-0-37,1
5859,air_conditioner,4.0,1/air_conditioner/204240-0-0-0,1
5949,jackhammer,4.0,1/jackhammer/30206-7-0-36,1
2527,drilling,4.000000000000001,1/drilling/77751-4-1-0,1
8062,gun_shot,2.032539,1/gun_shot/136399-6-9-0,1
2135,drilling,4.0,1/drilling/185800-4-0-1,1
7133,engine_idling,4.0,1/engine_idling/113202-5-0-17,1
6713,air_conditioner,4.0,1/air_conditioner/189981-0-0-16,1
7005,street_music,4.0,1/street_music/71866-9-0-14,1
556,street_music,4.0,1/street_music/191431-9-0-66,1
153,air_conditioner,4.0,1/air_conditioner/134717-0-0-23,1
1491,engine_idling,4.0,1/engine_idling/39847-5-0-10,1
5861,air_conditioner,4.0,1/air_conditioner/204240-0-0-10,1
4483,street_music,4.0,1/street_music/76585-9-0-10,1
67,street_music,4.0,1/street_music/108041-9-0-6,1
2536,drilling,4.0,1/drilling/77751-4-9-0,1
4601,jackhammer,4.0,1/jackhammer/104998-7-19-7,1
3290,street_music,4.0,1/street_music/61791-9-1-40,1
5842,street_music,4.0,1/street_music/194321-9-0-241,1
8250,air_conditioner,4.0,1/air_conditioner/165454-0-0-10,1
828,drilling,4.0,1/drilling/78360-4-0-9,1
404,engine_idling,4.0,1/engine_idling/176787-5-0-15,1
47,engine_idling,4.0,1/engine_idling/103258-5-0-6,1
8053,gun_shot,3.353689,1/gun_shot/136399-6-0-0,1
4932,jackhammer,4.0,1/jackhammer/178260-7-3-0,1
3326,jackhammer,4.0,1/jackhammer/62837-7-1-27,1
6073,drilling,4.0,1/drilling/58005-4-0-76,1
7705,engine_idling,3.639814000000001,1/engine_idling/50668-5-3-0,1
4102,jackhammer,2.212750000000028,1/jackhammer/22883-7-100-0,1
1126,jackhammer,4.0,1/jackhammer/162134-7-14-0,1
7399,drilling,4.0,1/drilling/161129-4-0-7,1
8501,engine_idling,4.0,1/engine_idling/39856-5-0-9,1
68,street_music,4.0,1/street_music/108041-9-0-7,1
35,engine_idling,4.0,1/engine_idling/103258-5-0-12,1
4532,air_conditioner,4.0,1/air_conditioner/100852-0-0-18,1
8157,siren,4.0,1/siren/157866-8-0-12,1
1124,jackhammer,4.0,1/jackhammer/162134-7-13-3,1
485,jackhammer,4.0,1/jackhammer/180937-7-1-9,1
5285,drilling,2.315139000000002,1/drilling/71171-4-5-0,1
2206,engine_idling,4.0,1/engine_idling/201652-5-0-0,1
8565,drilling,3.9999999999999933,1/drilling/58937-4-2-2,1
3648,engine_idling,4.0,1/engine_idling/144007-5-1-10,1
3178,air_conditioner,3.9999999999999987,1/air_conditioner/30204-0-0-11,1
158,air_conditioner,4.0,1/air_conditioner/134717-0-0-28,1
3463,siren,4.0,1/siren/90014-8-0-4,1
4491,engine_idling,4.0,1/engine_idling/81068-5-0-2,1
8012,jackhammer,4.0,1/jackhammer/105029-7-4-3,1
2694,air_conditioner,4.0,1/air_conditioner/13230-0-0-9,1
7964,jackhammer,3.9999999999999982,1/jackhammer/105029-7-0-1,1
2475,air_conditioner,4.0,1/air_conditioner/74507-0-0-13,1
25,jackhammer,4.000000000000006,1/jackhammer/103074-7-4-1,1
3162,drilling,4.0,1/drilling/29721-4-0-10,1
6894,engine_idling,4.0,1/engine_idling/44737-5-0-1,1
5161,engine_idling,4.0,1/engine_idling/23219-5-0-9,1
6355,street_music,4.0,1/street_music/115242-9-0-14,1
8708,street_music,4.0,1/street_music/94182-9-0-25,1
3721,drilling,4.0,1/drilling/151005-4-0-2,1
2671,air_conditioner,4.0,1/air_conditioner/13230-0-0-1,1
3088,car_horn,4.0,1/car_horn/199769-1-0-4,1
3325,jackhammer,4.0,1/jackhammer/62837-7-1-26,1
4766,engine_idling,4.0,1/engine_idling/156634-5-2-2,1
1468,car_horn,4.0,1/car_horn/28808-1-0-4,1
1234,street_music,4.0,1/street_music/172519-9-0-67,1
996,street_music,4.0,1/street_music/136558-9-0-2,1
8268,street_music,4.0,1/street_music/168906-9-0-28,1
4485,street_music,4.0,1/street_music/76585-9-0-5,1
3742,engine_idling,4.0,1/engine_idling/154758-5-0-17,1
8692,drilling,4.0,1/drilling/81117-4-0-2,1
13,jackhammer,3.999999999999997,1/jackhammer/103074-7-1-1,1
3698,air_conditioner,4.0,1/air_conditioner/146709-0-0-65,1
8178,siren,4.0,1/siren/157866-8-0-7,1
6884,engine_idling,4.0,1/engine_idling/39857-5-5-0,1
3728,drilling,3.999999999999997,1/drilling/151005-4-3-0,1
6050,jackhammer,4.0,1/jackhammer/54697-7-0-0,1
6764,engine_idling,4.0,1/engine_idling/201988-5-0-16,1
8496,engine_idling,4.0,1/engine_idling/39856-5-0-4,1
225,drilling,4.000000000000001,1/drilling/147764-4-4-0,1
638,car_horn,4.0,1/car_horn/24074-1-0-9,1
6406,drilling,4.0,1/drilling/130961-4-5-2,1
8487,engine_idling,4.0,1/engine_idling/39856-5-0-21,1
7677,street_music,4.0,1/street_music/41364-9-0-11,1
3516,car_horn,4.0,1/car_horn/9674-1-0-2,1
6779,engine_idling,2.7353559999999892,1/engine_idling/201988-5-1-0,1
868,street_music,4.0,1/street_music/99180-9-0-2,1
7131,engine_idling,4.0,1/engine_idling/113202-5-0-15,1
3683,air_conditioner,4.0,1/air_conditioner/146709-0-0-19,1
5773,drilling,2.033659,1/drilling/167701-4-7-0,1
1070,engine_idling,4.0,1/engine_idling/15544-5-0-8,1
4548,air_conditioner,4.0,1/air_conditioner/100852-0-0-5,1
939,street_music,4.0,1/street_music/115418-9-0-12,1
239,air_conditioner,3.9999999999999987,1/air_conditioner/151977-0-0-13,1
1593,drilling,4.0,1/drilling/74922-4-0-4,1
3750,engine_idling,4.0,1/engine_idling/154758-5-0-5,1
6380,drilling,4.0,1/drilling/127443-4-0-0,1
5874,air_conditioner,4.0,1/air_conditioner/204240-0-0-22,1
6450,air_conditioner,4.0,1/air_conditioner/146845-0-0-20,1
3998,drilling,4.0,1/drilling/179212-4-0-0,1
7853,drilling,4.0,1/drilling/76085-4-0-24,1
4889,engine_idling,4.0,1/engine_idling/17578-5-0-22,1
1130,jackhammer,4.0,1/jackhammer/162134-7-15-1,1
1996,siren,4.000000000000001,1/siren/159750-8-0-8,1
5991,engine_idling,4.0,1/engine_idling/39852-5-0-1,1
2117,drilling,4.0,1/drilling/180126-4-1-0,1
2021,street_music,4.0,1/street_music/168713-9-0-33,1
8234,siren,4.0,1/siren/159748-8-2-8,1
7230,jackhammer,4.0,1/jackhammer/125678-7-2-3,1
1850,air_conditioner,4.0,1/air_conditioner/146690-0-0-116,1
7231,jackhammer,4.0,1/jackhammer/125678-7-2-4,1
8596,engine_idling,4.0,1/engine_idling/62567-5-0-0,1
5947,jackhammer,4.0,1/jackhammer/30206-7-0-34,1
1924,engine_idling,4.0,1/engine_idling/152908-5-0-5,1
641,street_music,4.0,1/street_music/26270-9-0-3,1
78,engine_idling,3.24,1/engine_idling/113205-5-0-0,1
2528,drilling,4.000000000000001,1/drilling/77751-4-1-1,1
69,street_music,4.0,1/street_music/108041-9-0-9,1
6451,air_conditioner,4.0,1/air_conditioner/146845-0-0-21,1
5875,air_conditioner,4.0,1/air_conditioner/204240-0-0-23,1
46,engine_idling,4.0,1/engine_idling/103258-5-0-5,1
268,siren,4.0,1/siren/157867-8-0-17,1
623,drilling,4.0,1/drilling/22962-4-0-1,1
7542,drilling,4.0,1/drilling/180134-4-1-3,1
8228,siren,4.000000000000004,1/siren/159748-8-2-2,1
7031,jackhammer,3.9999999999999987,1/jackhammer/77751-7-1-0,1
2178,street_music,4.0,1/street_music/194841-9-0-178,1
7249,jackhammer,4.0,1/jackhammer/125678-7-4-5,1
8137,street_music,4.0,1/street_music/155044-9-0-15,1
1865,air_conditioner,4.0,1/air_conditioner/146690-0-0-47,1
5716,gun_shot,2.0836320000000006,1/gun_shot/159702-6-6-0,1
5004,drilling,4.0,1/drilling/180125-4-0-16,1
5385,drilling,4.0,1/drilling/77774-4-1-0,1
482,jackhammer,4.0,1/jackhammer/180937-7-1-6,1
2757,engine_idling,4.0,1/engine_idling/144068-5-5-2,1
2162,air_conditioner,4.0,1/air_conditioner/189991-0-0-4,1
6375,engine_idling,4.000000000000001,1/engine_idling/123685-5-0-4,1
6769,engine_idling,4.0,1/engine_idling/201988-5-0-20,1
4564,jackhammer,4.0,1/jackhammer/104998-7-0-5,1
5948,jackhammer,4.0,1/jackhammer/30206-7-0-35,1
3249,street_music,3.9999999999999982,1/street_music/49485-9-0-24,1
5234,air_conditioner,4.0,1/air_conditioner/60846-0-0-0,1
4699,air_conditioner,4.0,1/air_conditioner/121286-0-0-14,1
7554,drilling,4.0,1/drilling/180134-4-2-3,1
7161,engine_idling,4.0,1/engine_idling/113203-5-0-8,1
6468,air_conditioner,4.0,1/air_conditioner/146845-0-0-9,1
3701,air_conditioner,4.0,1/air_conditioner/146709-0-0-7,1
4371,air_conditioner,4.0,1/air_conditioner/55018-0-0-162,1
4838,street_music,4.0,1/street_music/164344-9-0-26,1
483,jackhammer,4.0,1/jackhammer/180937-7-1-7,1
4600,jackhammer,4.0,1/jackhammer/104998-7-19-6,1
637,car_horn,4.0,1/car_horn/24074-1-0-8,1
8395,jackhammer,4.0,1/jackhammer/188823-7-1-1,1
3336,jackhammer,4.0,1/jackhammer/62837-7-1-41,1
1106,jackhammer,4.0,1/jackhammer/162134-7-10-2,1
6114,drilling,4.0,1/drilling/66623-4-0-5,1
8392,jackhammer,4.0,1/jackhammer/188823-7-0-3,1
476,jackhammer,4.0,1/jackhammer/180937-7-1-14,1
481,jackhammer,4.0,1/jackhammer/180937-7-1-5,1
8226,siren,4.000000000000004,1/siren/159748-8-2-0,1
2531,drilling,4.0,1/drilling/77751-4-4-0,1
1595,drilling,4.0,1/drilling/74922-4-0-6,1
3376,drilling,4.0,1/drilling/63095-4-1-20,1
7411,air_conditioner,4.0,1/air_conditioner/162103-0-0-17,1
2224,engine_idling,4.0,1/engine_idling/201652-5-4-2,1
8233,siren,4.0,1/siren/159748-8-2-7,1
4708,air_conditioner,4.0,1/air_conditioner/121286-0-0-9,1
1753,engine_idling,4.0,1/engine_idling/106015-5-0-16,1
3172,drilling,4.0,1/drilling/29721-4-0-7,1
3062,engine_idling,3.9999999999999987,1/engine_idling/195451-5-0-3,1
6029,air_conditioner,4.0,1/air_conditioner/47160-0-0-1,1
4878,engine_idling,4.0,1/engine_idling/17578-5-0-0,1
3732,engine_idling,4.0,1/engine_idling/151877-5-1-0,1
8008,jackhammer,4.0,1/jackhammer/105029-7-3-7,1
1688,drilling,4.0,1/drilling/99192-4-0-18,1
7706,engine_idling,2.712472999999996,1/engine_idling/50668-5-4-0,1
191,street_music,4.0,1/street_music/139951-9-0-17,1
4388,street_music,4.0,1/street_music/55728-9-0-30,1
3091,car_horn,3.9999999999999982,1/car_horn/199769-1-0-7,1
8508,street_music,4.0,1/street_music/42953-9-0-49,1
2207,engine_idling,4.0,1/engine_idling/201652-5-0-1,1
3863,engine_idling,4.0,1/engine_idling/16692-5-0-6,1
7992,jackhammer,4.0,1/jackhammer/105029-7-2-16,1
7943,engine_idling,4.0,1/engine_idling/103249-5-0-0,1
7153,engine_idling,4.0,1/engine_idling/113203-5-0-0,1
7546,drilling,4.0,1/drilling/180134-4-2-0,1
3086,car_horn,4.000000000000001,1/car_horn/199769-1-0-2,1
8171,siren,4.0,1/siren/157866-8-0-25,1
5640,gun_shot,2.3277909999999995,1/gun_shot/135544-6-0-0,1
162,air_conditioner,4.0,1/air_conditioner/134717-0-0-7,1
5281,drilling,4.0,1/drilling/71171-4-3-0,1
3176,air_conditioner,4.000000000000001,1/air_conditioner/30204-0-0-1,1
4594,jackhammer,4.0,1/jackhammer/104998-7-18-12,1
4931,jackhammer,4.0,1/jackhammer/178260-7-2-2,1
2504,drilling,4.0,1/drilling/76086-4-0-27,1
5171,engine_idling,2.5987280000000013,1/engine_idling/26184-5-3-0,1
8256,air_conditioner,4.0,1/air_conditioner/165454-0-0-5,1
681,drilling,4.0,1/drilling/46669-4-0-32,1
2865,jackhammer,4.0,1/jackhammer/165039-7-6-0,1
2861,jackhammer,4.0,1/jackhammer/165039-7-4-1,1
5386,drilling,4.0,1/drilling/77774-4-1-1,1
3169,drilling,4.0,1/drilling/29721-4-0-4,1
4784,siren,4.0,1/siren/156869-8-0-9,1
6835,street_music,4.000000000000004,1/street_music/21683-9-0-39,1
3240,drilling,4.0,1/drilling/42937-4-0-0,1
2413,street_music,4.0,1/street_music/60605-9-0-90,1
44,engine_idling,4.0,1/engine_idling/103258-5-0-3,1
1313,drilling,4.0,1/drilling/187863-4-0-4,1
5382,drilling,4.0,1/drilling/77774-4-0-1,1
2594,street_music,4.0,1/street_music/98202-9-0-7,1
43,engine_idling,4.0,1/engine_idling/103258-5-0-2,1
905,engine_idling,4.0,1/engine_idling/102857-5-0-20,1
7973,jackhammer,4.0,1/jackhammer/105029-7-1-11,1
5425,engine_idling,3.9999999999999987,1/engine_idling/89724-5-0-2,1
4839,street_music,4.0,1/street_music/164344-9-0-38,1
29,jackhammer,4.000000000000006,1/jackhammer/103074-7-4-5,1
1739,drilling,4.0,1/drilling/104817-4-0-4,1
253,street_music,4.0,1/street_music/155202-9-0-6,1
7857,drilling,4.0,1/drilling/76085-4-0-38,1
5595,jackhammer,4.000000000000001,1/jackhammer/131918-7-0-7,1
4657,siren,4.0,1/siren/111671-8-0-19,1
5932,jackhammer,4.0,1/jackhammer/30206-7-0-20,1
1992,siren,4.0,1/siren/159750-8-0-4,1
283,siren,4.0,1/siren/157867-8-0-5,1
4945,jackhammer,4.0,1/jackhammer/178260-7-4-0,1
4884,engine_idling,4.0,1/engine_idling/17578-5-0-15,1
1416,street_music,4.0,1/street_music/203424-9-0-18,1
4123,jackhammer,4.0,1/jackhammer/22883-7-36-2,1
197,drilling,4.0,1/drilling/14113-4-0-1,1
3677,drilling,4.0,1/drilling/144351-4-3-7,1
4271,drilling,4.0,1/drilling/29722-4-0-0,1
682,drilling,4.0,1/drilling/46669-4-0-33,1
1863,air_conditioner,4.0,1/air_conditioner/146690-0-0-38,1
80,engine_idling,4.0,1/engine_idling/113205-5-1-1,1
8025,engine_idling,4.0,1/engine_idling/119449-5-0-0,1
4325,street_music,4.0,1/street_music/42954-9-0-5,1
5697,street_music,4.0,1/street_music/155212-9-1-75,1
418,engine_idling,4.0,1/engine_idling/176787-5-0-28,1
3642,engine_idling,4.000000000000001,1/engine_idling/144007-5-0-6,1
4161,jackhammer,4.0,1/jackhammer/22883-7-99-3,1
8278,gun_shot,2.588937,1/gun_shot/174282-6-0-0,1
8220,siren,4.0,1/siren/159748-8-0-5,1
1001,street_music,4.0,1/street_music/138017-9-0-2,1
2134,drilling,4.0,1/drilling/185800-4-0-0,1
4364,air_conditioner,4.0,1/air_conditioner/55018-0-0-106,1
6276,street_music,4.0,1/street_music/101848-9-0-8,1
7764,jackhammer,4.0,1/jackhammer/68080-7-0-2,1
3751,engine_idling,4.0,1/engine_idling/154758-5-0-6,1
6071,drilling,4.0,1/drilling/58005-4-0-68,1
7247,jackhammer,4.0,1/jackhammer/125678-7-4-3,1
7718,air_conditioner,4.0,1/air_conditioner/54383-0-0-1,1
3777,gun_shot,3.4402019999999998,1/gun_shot/156897-6-0-0,1
8407,air_conditioner,4.0,1/air_conditioner/189988-0-0-1,1
471,jackhammer,4.0,1/jackhammer/180937-7-1-1,1
4342,engine_idling,4.0,1/engine_idling/50661-5-0-2,1
6455,air_conditioner,4.0,1/air_conditioner/146845-0-0-26,1
7147,engine_idling,4.0,1/engine_idling/113202-5-0-4,1
413,engine_idling,4.0,1/engine_idling/176787-5-0-23,1
3700,air_conditioner,4.0,1/air_conditioner/146709-0-0-68,1
3733,engine_idling,4.0,1/engine_idling/154758-5-0-0,1
5005,drilling,4.0,1/drilling/180125-4-0-17,1
1284,drilling,4.0,1/drilling/180127-4-0-4,1
3754,engine_idling,4.0,1/engine_idling/154758-5-0-9,1
1138,jackhammer,4.0,1/jackhammer/162134-7-17-2,1
8175,siren,4.0,1/siren/157866-8-0-4,1
6809,engine_idling,4.0,1/engine_idling/209992-5-2-116,1
1059,engine_idling,4.0,1/engine_idling/15544-5-0-15,1
5538,air_conditioner,4.0,1/air_conditioner/121285-0-0-6,1
2935,engine_idling,4.000000000000002,1/engine_idling/17853-5-0-1,1
7565,street_music,4.0,1/street_music/189825-9-0-3,1
149,air_conditioner,4.0,1/air_conditioner/134717-0-0-2,1
8131,street_music,4.0,1/street_music/152570-9-1-81,1
8103,street_music,4.0,1/street_music/145390-9-0-3,1
1706,drilling,4.0,1/drilling/99192-4-0-53,1
4312,street_music,4.0,1/street_music/39968-9-0-144,1
6299,drilling,4.0,1/drilling/104625-4-0-55,1
6739,engine_idling,3.9999999999999987,1/engine_idling/194962-5-0-0,1
2414,street_music,4.0,1/street_music/60605-9-0-95,1
3188,air_conditioner,3.9999999999999987,1/air_conditioner/30204-0-0-9,1
5148,engine_idling,4.0,1/engine_idling/23219-5-0-0,1
7082,drilling,4.000000000000001,1/drilling/89099-4-0-1,1
8176,siren,4.0,1/siren/157866-8-0-5,1
5439,jackhammer,4.0,1/jackhammer/90013-7-1-2,1
8079,drilling,4.0,1/drilling/14111-4-0-1,1
1133,jackhammer,4.0,1/jackhammer/162134-7-15-4,1
8410,air_conditioner,4.0,1/air_conditioner/189988-0-0-4,1
1869,air_conditioner,4.0,1/air_conditioner/146690-0-0-86,1
493,jackhammer,4.0,1/jackhammer/180937-7-2-6,1
6405,drilling,4.0,1/drilling/130961-4-5-1,1
7145,engine_idling,4.0,1/engine_idling/113202-5-0-28,1
192,street_music,4.0,1/street_music/139951-9-0-29,1
4073,drilling,2.349659,1/drilling/199929-4-0-0,1
583,street_music,4.0,1/street_music/194732-9-0-191,1
8086,street_music,4.0,1/street_music/14385-9-0-10,1
5515,engine_idling,4.0,1/engine_idling/111386-5-1-9,1
2858,jackhammer,4.0,1/jackhammer/165039-7-2-1,1
8054,gun_shot,3.683977000000001,1/gun_shot/136399-6-1-0,1
2482,air_conditioner,4.0,1/air_conditioner/74507-0-0-20,1
5384,drilling,4.0,1/drilling/77774-4-0-3,1
5952,jackhammer,4.0,1/jackhammer/30206-7-0-39,1
8694,drilling,3.9999999999999987,1/drilling/81117-4-0-4,1
7142,engine_idling,4.0,1/engine_idling/113202-5-0-25,1
4550,air_conditioner,4.0,1/air_conditioner/100852-0-0-7,1
1101,jackhammer,4.0,1/jackhammer/162134-7-0-1,1
6150,siren,4.0,1/siren/74726-8-1-2,1
1100,jackhammer,4.0,1/jackhammer/162134-7-0-0,1
5868,air_conditioner,4.0,1/air_conditioner/204240-0-0-17,1
1354,air_conditioner,4.0,1/air_conditioner/189982-0-0-33,1
5841,street_music,4.0,1/street_music/194321-9-0-150,1
4774,siren,4.000000000000001,1/siren/156869-8-0-1,1
6360,street_music,4.0,1/street_music/115242-9-0-83,1
216,engine_idling,4.0,1/engine_idling/146186-5-0-5,1
278,siren,4.0,1/siren/157867-8-0-26,1
809,drilling,4.0,1/drilling/78360-4-0-11,1
5269,drilling,4.0,1/drilling/71171-4-0-1,1
2122,drilling,4.0,1/drilling/180126-4-4-0,1
3688,air_conditioner,4.0,1/air_conditioner/146709-0-0-3,1
7721,air_conditioner,4.0,1/air_conditioner/54383-0-0-2,1
5473,drilling,4.000000000000004,1/drilling/107842-4-2-3,1
1555,air_conditioner,4.0,1/air_conditioner/73524-0-0-73,1
1108,jackhammer,4.0,1/jackhammer/162134-7-11-0,1
7220,jackhammer,4.0,1/jackhammer/125678-7-1-2,1
1370,air_conditioner,4.0,1/air_conditioner/189985-0-0-4,1
5593,jackhammer,4.000000000000001,1/jackhammer/131918-7-0-5,1
6379,engine_idling,4.000000000000001,1/engine_idling/123685-5-0-8,1
5280,drilling,4.0,1/drilling/71171-4-2-1,1
115,engine_idling,4.0,1/engine_idling/119455-5-0-2,1
4919,jackhammer,4.0,1/jackhammer/178260-7-1-1,1
7562,street_music,4.0,1/street_music/189825-9-0-0,1
4695,air_conditioner,4.0,1/air_conditioner/121286-0-0-10,1
8314,drilling,4.000000000000006,1/drilling/180029-4-19-0,1
6457,air_conditioner,4.0,1/air_conditioner/146845-0-0-3,1
3247,street_music,4.0,1/street_music/49485-9-0-142,1
3160,drilling,4.0,1/drilling/29721-4-0-0,1
701,air_conditioner,4.0,1/air_conditioner/50901-0-1-1,1
7239,jackhammer,4.0,1/jackhammer/125678-7-3-3,1
4598,jackhammer,4.0,1/jackhammer/104998-7-19-0,1
7398,drilling,4.0,1/drilling/161129-4-0-6,1
1886,air_conditioner,4.0,1/air_conditioner/147926-0-0-27,1
6928,drilling,4.0,1/drilling/518-4-0-2,1
3949,street_music,4.0,1/street_music/172338-9-0-39,1
8000,jackhammer,4.0,1/jackhammer/105029-7-2-9,1
3213,drilling,4.0,1/drilling/37560-4-0-2,1
2741,engine_idling,4.0,1/engine_idling/144068-5-0-8,1
3289,street_music,4.0,1/street_music/61791-9-1-1,1
243,air_conditioner,4.0,1/air_conditioner/151977-0-0-5,1
6712,air_conditioner,4.0,1/air_conditioner/189981-0-0-15,1
6691,street_music,4.0,1/street_music/181102-9-0-26,1
1254,jackhammer,4.0,1/jackhammer/178261-7-3-3,1
8364,street_music,4.0,1/street_music/185374-9-0-16,1
7912,street_music,4.0,1/street_music/99179-9-0-19,1
4566,jackhammer,4.0,1/jackhammer/104998-7-10-10,1
4395,street_music,4.0,1/street_music/60608-9-0-3,1
7212,jackhammer,4.0,1/jackhammer/125678-7-0-4,1
8076,drilling,4.0,1/drilling/137815-4-0-9,1
6170,engine_idling,4.0,1/engine_idling/78651-5-0-16,1
2188,street_music,4.0,1/street_music/196384-9-0-15,1
5020,drilling,4.000000000000013,1/drilling/180125-4-3-24,1
5284,drilling,2.252568000000011,1/drilling/71171-4-4-0,1
4488,street_music,4.0,1/street_music/76585-9-0-69,1
3295,jackhammer,4.0,1/jackhammer/62837-7-0-12,1
817,drilling,4.0,1/drilling/78360-4-0-2,1
6032,air_conditioner,4.0,1/air_conditioner/47160-0-0-4,1
5940,jackhammer,4.0,1/jackhammer/30206-7-0-28,1
2677,air_conditioner,4.0,1/air_conditioner/13230-0-0-16,1
4577,jackhammer,4.0,1/jackhammer/104998-7-15-1,1
4608,jackhammer,4.0,1/jackhammer/104998-7-7-0,1
3313,jackhammer,4.0,1/jackhammer/62837-7-0-7,1
3937,jackhammer,2.4144820000000067,1/jackhammer/171305-7-29-0,1
3860,engine_idling,4.0,1/engine_idling/16692-5-0-3,1
7977,jackhammer,4.0,1/jackhammer/105029-7-1-3,1
6817,engine_idling,4.0,1/engine_idling/209992-5-2-79,1
2454,jackhammer,2.1880710000000008,1/jackhammer/73623-7-6-0,1
7237,jackhammer,4.0,1/jackhammer/125678-7-3-1,1
7720,air_conditioner,4.0,1/air_conditioner/54383-0-0-11,1
5870,air_conditioner,4.0,1/air_conditioner/204240-0-0-19,1
5445,engine_idling,4.0,1/engine_idling/91533-5-0-2,1
